formula,mpid,formation_enthalpy,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
B13Li,,-0.1461,3.0,5.0,2.0,4.857142857142857,0.26530612244897994,5.0,1.0,72.0,71.0,66.92857142857143,9.418367346938775,72.0,6.941,10.811,3.87,10.534571428571429,0.5133673469387754,10.811,453.69,2348.0,1894.31,2212.6921428571427,251.2860204081634,2348.0,1.0,13.0,12.0,12.142857142857142,1.591836734693878,13.0,2.0,2.0,0.0,2.0,0.0,2.0,84.0,128.0,44.0,87.14285714285714,5.836734693877547,84.0,0.98,2.04,1.06,1.9642857142857142,0.1406122448979593,2.04,1.0,2.0,1.0,1.9285714285714286,0.13265306122448978,2.0,0.0,1.0,1.0,0.9285714285714286,0.13265306122448978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.857142857142857,0.26530612244897955,3.0,0.0,1.0,1.0,0.07142857142857142,0.1326530612244898,0.0,0.0,5.0,5.0,4.642857142857143,0.6632653061224486,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.714285714285714,0.5306122448979591,5.0,7.1725,16.5933333333,9.4208333333,7.845416666664286,1.2497023809479588,7.1725,0.0,1.524,1.524,1.4151428571428573,0.20216326530612236,1.524,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,170.5,8.357142857142858,166.0
Al2Fe,,-0.2881,13.0,26.0,13.0,17.333333333333332,5.777777777777778,13.0,55.0,73.0,18.0,67.0,8.0,73.0,26.9815386,55.845,28.8634614,36.6026924,12.828205066666667,26.9815386,933.47,1811.0,877.53,1225.98,390.0133333333333,933.47,8.0,13.0,5.0,11.333333333333334,2.222222222222222,13.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,121.0,132.0,11.0,124.66666666666667,4.88888888888889,121.0,1.61,1.83,0.21999999999999997,1.6833333333333336,0.09777777777777781,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,4.666666666666667,2.2222222222222223,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.666666666666667,0.44444444444444436,5.0,10.73,16.48,5.75,14.563333333333333,2.555555555555556,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555557,0.0,225.0,229.0,4.0,226.33333333333334,1.777777777777781,225.0
Al5Fe2,,-0.3161,13.0,26.0,13.0,16.714285714285715,5.306122448979592,13.0,55.0,73.0,18.0,67.85714285714286,7.3469387755102025,73.0,26.9815386,55.845,28.8634614,35.228241857142855,11.781004653061222,26.9815386,933.47,1811.0,877.53,1184.1928571428573,358.17551020408166,933.47,8.0,13.0,5.0,11.571428571428571,2.0408163265306123,13.0,3.0,4.0,1.0,3.2857142857142856,0.4081632653061224,3.0,121.0,132.0,11.0,124.14285714285714,4.489795918367345,121.0,1.61,1.83,0.21999999999999997,1.672857142857143,0.08979591836734697,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.7142857142857143,0.4081632653061224,1.0,0.0,6.0,6.0,1.7142857142857142,2.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,4.428571428571429,2.0408163265306123,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.5714285714285716,2.0408163265306123,5.0,0.0,4.0,4.0,1.1428571428571428,1.6326530612244896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.714285714285714,0.4081632653061224,5.0,10.73,16.48,5.75,14.83714285714286,2.3469387755102034,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6030465142857143,0.8614950204081632,0.0,225.0,229.0,4.0,226.14285714285714,1.632653061224488,225.0
Li13Si4,mp-672287,-0.3151,3.0,14.0,11.0,5.588235294117647,3.9584775086505184,3.0,1.0,78.0,77.0,19.11764705882353,27.709342560553633,1.0,6.941,28.0855,21.1445,11.916176470588235,7.609093425605535,6.941,453.69,1687.0,1233.31,743.8805882352942,443.82089965397927,453.69,1.0,14.0,13.0,4.0588235294117645,4.678200692041522,1.0,2.0,3.0,1.0,2.235294117647059,0.35986159169550175,2.0,111.0,128.0,17.0,124.0,6.117647058823529,128.0,0.98,1.9,0.9199999999999999,1.1964705882352942,0.3310726643598616,0.98,1.0,2.0,1.0,1.2352941176470589,0.35986159169550175,1.0,0.0,2.0,2.0,0.47058823529411764,0.7197231833910034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7058823529411764,1.079584775086505,1.0,0.0,1.0,1.0,0.7647058823529411,0.35986159169550175,1.0,0.0,4.0,4.0,0.9411764705882353,1.4394463667820068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7058823529411764,1.079584775086505,1.0,16.5933333333,20.44,3.8466666667000027,17.498431372523527,1.384267589400692,16.5933333333,0.0,0.773,0.773,0.18188235294117647,0.2781730103806228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,228.52941176470588,0.7197231833910026,229.0
Li7Si3,,-0.3047,3.0,14.0,11.0,6.3,4.62,3.0,1.0,78.0,77.0,24.1,32.339999999999996,1.0,6.941,28.0855,21.1445,13.28435,8.88069,6.941,453.69,1687.0,1233.31,823.683,517.9902,453.69,1.0,14.0,13.0,4.9,5.46,1.0,2.0,3.0,1.0,2.3,0.41999999999999993,2.0,111.0,128.0,17.0,122.9,7.139999999999998,128.0,0.98,1.9,0.9199999999999999,1.2559999999999998,0.3863999999999999,0.98,1.0,2.0,1.0,1.3,0.42000000000000004,1.0,0.0,2.0,2.0,0.6,0.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.9,1.26,1.0,0.0,1.0,1.0,0.7,0.42000000000000004,1.0,0.0,4.0,4.0,1.2,1.6799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.9,1.26,1.0,16.5933333333,20.44,3.8466666667000027,17.747333333310003,1.6156000000140025,16.5933333333,0.0,0.773,0.773,0.2319,0.32466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,228.4,0.8399999999999977,229.0
Li12Si7,mp-1314,-0.2653,3.0,14.0,11.0,7.052631578947368,5.119113573407202,3.0,1.0,78.0,77.0,29.36842105263158,35.83379501385042,1.0,6.941,28.0855,21.1445,14.73107894736842,9.84009972299169,6.941,453.69,1687.0,1233.31,908.0673684210526,573.9503601108033,453.69,1.0,14.0,13.0,5.7894736842105265,6.049861495844875,1.0,2.0,3.0,1.0,2.3684210526315788,0.4653739612188365,2.0,111.0,128.0,17.0,121.73684210526316,7.911357340720219,128.0,0.98,1.9,0.9199999999999999,1.3189473684210526,0.4281440443213296,0.98,1.0,2.0,1.0,1.368421052631579,0.4653739612188365,1.0,0.0,2.0,2.0,0.7368421052631579,0.930747922437673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.1052631578947367,1.3961218836565097,1.0,0.0,1.0,1.0,0.631578947368421,0.4653739612188365,1.0,0.0,4.0,4.0,1.4736842105263157,1.861495844875346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.1052631578947367,1.3961218836565097,1.0,16.5933333333,20.44,3.8466666667000027,18.01052631576842,1.7901385041706381,16.5933333333,0.0,0.773,0.773,0.28478947368421054,0.3597340720221607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,228.26315789473685,0.9307479224376711,229.0
Li22Si5,mp-542598,-0.2529,3.0,14.0,11.0,5.037037037037037,3.3196159122085045,3.0,1.0,78.0,77.0,15.25925925925926,23.237311385459535,1.0,6.941,28.0855,21.1445,10.856648148148148,6.381056241426612,6.941,453.69,1687.0,1233.31,682.0807407407408,372.1923182441701,453.69,1.0,14.0,13.0,3.4074074074074074,3.92318244170096,1.0,2.0,3.0,1.0,2.185185185185185,0.3017832647462277,2.0,111.0,128.0,17.0,124.85185185185185,5.130315500685874,128.0,0.98,1.9,0.9199999999999999,1.1503703703703703,0.2776406035665295,0.98,1.0,2.0,1.0,1.1851851851851851,0.3017832647462277,1.0,0.0,2.0,2.0,0.37037037037037035,0.6035665294924555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.5555555555555556,0.9053497942386832,1.0,0.0,1.0,1.0,0.8148148148148148,0.30178326474622774,1.0,0.0,4.0,4.0,0.7407407407407407,1.207133058984911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.5555555555555556,0.9053497942386832,1.0,16.5933333333,20.44,3.8466666667000027,17.305679012318517,1.160859625067216,16.5933333333,0.0,0.773,0.773,0.14314814814814816,0.233278463648834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,228.62962962962962,0.603566529492462,229.0
AlNi,mp-1487,-0.6871,13.0,28.0,15.0,20.5,7.5,13.0,61.0,73.0,12.0,67.0,6.0,61.0,26.9815386,58.6934,31.711861399999997,42.837469299999995,15.855930699999998,26.9815386,933.47,1728.0,794.53,1330.7350000000001,397.265,933.47,10.0,13.0,3.0,11.5,1.5,10.0,3.0,4.0,1.0,3.5,0.5,3.0,121.0,124.0,3.0,122.5,1.5,121.0,1.61,1.91,0.2999999999999998,1.76,0.1499999999999999,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.5,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,10.32,16.48,6.16,13.4,3.08,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29769735,0.29769735,0.0,225.0,225.0,0.0,225.0,0.0,225.0
AlNi3,mp-2593,-0.4198,13.0,28.0,15.0,24.25,5.625,28.0,61.0,73.0,12.0,64.0,4.5,61.0,26.9815386,58.6934,31.711861399999997,50.765434649999996,11.891948025,58.6934,933.47,1728.0,794.53,1529.3675,297.94874999999996,1728.0,10.0,13.0,3.0,10.75,1.125,10.0,3.0,4.0,1.0,3.75,0.375,4.0,121.0,124.0,3.0,123.25,1.125,124.0,1.61,1.91,0.2999999999999998,1.835,0.11249999999999993,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,8.0,8.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,8.25,2.625,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,2.0,2.0,1.5,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.75,1.125,2.0,10.32,16.48,6.16,11.86,2.3099999999999996,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.44654602500000007,0.2232730125,0.5953947,225.0,225.0,0.0,225.0,0.0,225.0
TiAl2Ni,,-0.4218,13.0,28.0,15.0,19.0,6.0,13.0,43.0,73.0,30.0,62.5,10.5,73.0,26.9815386,58.6934,31.711861399999997,40.1308693,13.149330699999998,26.9815386,933.47,1941.0,1007.53,1383.9850000000001,450.515,933.47,4.0,13.0,9.0,10.0,3.0,13.0,3.0,4.0,1.0,3.5,0.5,3.0,121.0,160.0,39.0,131.5,14.25,121.0,1.54,1.91,0.3699999999999999,1.6675,0.12124999999999991,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,8.0,8.0,2.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,5.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,5.0,0.0,8.0,8.0,2.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.0,1.5,5.0,10.32,16.69,6.370000000000001,14.992500000000001,2.3362499999999997,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.14885430833333335,0.22327019583333335,0.0,194.0,225.0,31.0,217.25,11.625,225.0
AlNiTi,,-0.5897,13.0,28.0,15.0,21.0,5.333333333333333,13.0,43.0,73.0,30.0,59.0,10.666666666666666,43.0,26.9815386,58.6934,31.711861399999997,44.51397953333333,11.688293955555556,26.9815386,933.47,1941.0,1007.53,1534.1566666666668,400.4577777777777,933.47,4.0,13.0,9.0,9.0,3.3333333333333335,4.0,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,3.0,121.0,160.0,39.0,135.0,16.666666666666668,121.0,1.54,1.91,0.3699999999999999,1.6866666666666668,0.14888888888888885,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,8.0,8.0,3.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,5.666666666666667,2.8888888888888893,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.2222222222222223,0.0,0.0,8.0,8.0,3.3333333333333335,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.0,2.0,2.0,10.32,16.69,6.370000000000001,14.496666666666668,2.7844444444444445,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19847241111111114,0.26461485925925926,0.0,194.0,225.0,31.0,214.66666666666666,13.77777777777778,194.0
AlNiTi,,,13.0,28.0,15.0,21.0,5.333333333333333,13.0,43.0,73.0,30.0,59.0,10.666666666666666,43.0,26.9815386,58.6934,31.711861399999997,44.51397953333333,11.688293955555556,26.9815386,933.47,1941.0,1007.53,1534.1566666666668,400.4577777777777,933.47,4.0,13.0,9.0,9.0,3.3333333333333335,4.0,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,3.0,121.0,160.0,39.0,135.0,16.666666666666668,121.0,1.54,1.91,0.3699999999999999,1.6866666666666668,0.14888888888888885,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,8.0,8.0,3.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,5.666666666666667,2.8888888888888893,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.2222222222222223,0.0,0.0,8.0,8.0,3.3333333333333335,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.0,2.0,2.0,10.32,16.69,6.370000000000001,14.496666666666668,2.7844444444444445,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19847241111111114,0.26461485925925926,0.0,194.0,225.0,31.0,214.66666666666666,13.77777777777778,194.0
TiAlNi2,mp-7187,-0.7473,13.0,28.0,15.0,22.75,5.25,28.0,43.0,73.0,30.0,59.5,8.25,61.0,26.9815386,58.6934,31.711861399999997,48.058834649999994,10.634565349999999,58.6934,933.47,1941.0,1007.53,1582.6175,324.57374999999996,1728.0,4.0,13.0,9.0,9.25,2.625,10.0,3.0,4.0,1.0,3.75,0.375,4.0,121.0,160.0,39.0,132.25,13.875,124.0,1.54,1.91,0.3699999999999999,1.7425000000000002,0.16749999999999993,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,8.0,8.0,4.5,3.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.75,3.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,3.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.25,2.25,2.0,10.32,16.69,6.370000000000001,13.4525,3.1325000000000003,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29770298333333334,0.2976917166666667,0.5953947,194.0,225.0,31.0,217.25,11.625,225.0
ZrMn2,,-0.256,25.0,40.0,15.0,30.0,6.666666666666667,25.0,44.0,52.0,8.0,49.333333333333336,3.555555555555555,52.0,54.938045,91.224,36.285955,67.03336333333334,16.127091111111113,54.938045,1519.0,2128.0,609.0,1722.0,270.6666666666667,1519.0,4.0,7.0,3.0,6.0,1.3333333333333333,7.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,139.0,175.0,36.0,151.0,16.0,139.0,1.33,1.55,0.21999999999999997,1.4766666666666666,0.09777777777777781,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,1.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.0,1.3333333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,10.4875862069,23.195,12.7074137931,14.723390804600001,5.647739463600001,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.00020674712643666666,0.00013783141762444443,0.000310120689655,194.0,217.0,23.0,209.33333333333334,10.22222222222222,217.0
ZrMo2,mp-2049,-0.0601,40.0,42.0,2.0,41.333333333333336,0.8888888888888881,42.0,44.0,50.0,6.0,48.0,2.6666666666666665,50.0,91.224,95.96,4.73599999999999,94.38133333333333,2.1048888888888846,95.96,2128.0,2896.0,768.0,2640.0,341.3333333333333,2896.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,6.0,5.0,5.0,0.0,5.0,0.0,5.0,154.0,175.0,21.0,161.0,9.333333333333334,154.0,1.33,2.16,0.8300000000000001,1.8833333333333335,0.3688888888888889,2.16,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,1.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,6.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.666666666666667,0.888888888888889,6.0,15.69,23.195,7.505000000000001,18.191666666666666,3.335555555555556,15.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,217.33333333333334,15.555555555555552,229.0
Os4Zr11,,-0.0922,40.0,76.0,36.0,49.6,14.080000000000002,40.0,44.0,57.0,13.0,47.46666666666667,5.084444444444445,44.0,91.224,190.23,99.00599999999999,117.6256,38.72234666666667,91.224,2128.0,3306.0,1178.0,2442.133333333333,460.72888888888883,2128.0,4.0,8.0,4.0,5.066666666666666,1.5644444444444443,4.0,5.0,6.0,1.0,5.266666666666667,0.3911111111111111,5.0,144.0,175.0,31.0,166.73333333333332,12.124444444444451,175.0,1.33,2.2,0.8700000000000001,1.562,0.34026666666666666,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.066666666666667,1.5644444444444445,2.0,0.0,14.0,14.0,3.7333333333333334,5.475555555555555,0.0,4.0,22.0,18.0,8.8,7.040000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.933333333333334,1.5644444444444443,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.933333333333334,1.5644444444444443,8.0,14.09,23.195,9.105,20.767,3.5610666666666675,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
HfCr2,,-0.0497,24.0,72.0,48.0,40.0,21.333333333333332,24.0,45.0,49.0,4.0,47.666666666666664,1.7777777777777786,49.0,51.9961,178.49,126.49390000000001,94.16073333333334,56.219511111111125,51.9961,2180.0,2506.0,326.0,2288.6666666666665,144.88888888888883,2180.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,6.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,139.0,175.0,36.0,151.0,16.0,139.0,1.3,1.66,0.3599999999999999,1.54,0.15999999999999992,1.66,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,1.3333333333333333,5.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,6.0,18.0,12.0,10.0,5.333333333333333,6.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.666666666666667,0.888888888888889,6.0,11.19,22.2,11.01,14.86,4.8933333333333335,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,217.33333333333334,15.555555555555552,229.0
HfMn2,mp-11449,-0.2104,25.0,72.0,47.0,40.666666666666664,20.88888888888889,25.0,45.0,52.0,7.0,49.666666666666664,3.111111111111112,52.0,54.938045,178.49,123.551955,96.12203,54.91198,54.938045,1519.0,2506.0,987.0,1848.0,438.6666666666667,1519.0,4.0,7.0,3.0,6.0,1.3333333333333333,7.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,139.0,175.0,36.0,151.0,16.0,139.0,1.3,1.55,0.25,1.4666666666666668,0.11111111111111109,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,1.3333333333333333,5.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,7.0,18.0,11.0,10.666666666666666,4.888888888888888,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,10.4875862069,22.2,11.7124137931,14.391724137933332,5.205517241377778,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.00020674712643666666,0.00013783141762444443,0.000310120689655,194.0,217.0,23.0,209.33333333333334,10.22222222222222,217.0
